ICD-10 code	ICD-10 code description	ICD-10 group	Ideation or action	Past or present 
T60.0X2S	Toxic effect of organophos and carbamate insect, Self-harm, sequela	self_harm	action	present
T60.1X2	Toxic effect of halogenated insecticides, self-harm	self_harm	action	present
T60.1X2A	Toxic effect of halogenated insecticides, self-harm, initial	self_harm	action	present
T60.1X2D	Toxic effect of halogenated insecticides, self-harm, subsequent	self_harm	action	past
T60.1X2D	Toxic effect of halogenated insecticides, self-harm, subsequent	self_harm	action	present
T60.1X2S	Toxic effect of halogenated insecticides, self-harm, sequela	self_harm	action	past
T60.1X2S	Toxic effect of halogenated insecticides, self-harm, sequela	self_harm	action	present
T60.2X2	Toxic effect of other insecticides, intentional self-harm	self_harm	action	present
T60.2X2A	Toxic effect of insecticides, intentional self-harm, initial	self_harm	action	present
T60.2X2D	Toxic effect of insecticides, intentional self-harm, subsequent	self_harm	action	past
T60.2X2D	Toxic effect of insecticides, intentional self-harm, subsequent	self_harm	action	present
T60.2X2S	Toxic effect of insecticides, intentional self-harm, sequela	self_harm	action	past
T60.2X2S	Toxic effect of insecticides, intentional self-harm, sequela	self_harm	action	present
T60.3X2	Toxic effect of herbicides and fungicides, self-harm	self_harm	action	present
T60.3X2A	Toxic effect of herbicides and fungicides, self-harm, initial	self_harm	action	present
T60.3X2D	Toxic effect of herbicides and fungicides, self-harm, subsequent	self_harm	action	past
T60.3X2D	Toxic effect of herbicides and fungicides, self-harm, subsequent	self_harm	action	present
T60.3X2S	Toxic effect of herbicides and fungicides, Self-harm, sequela	self_harm	action	past
T60.3X2S	Toxic effect of herbicides and fungicides, Self-harm, sequela	self_harm	action	present
T60.4X2	Toxic effect of rodenticides, intentional self-harm	self_harm	action	present
T60.4X2A	Toxic effect of rodenticides, intentional self-harm, initial	self_harm	action	present
T60.4X2D	Toxic effect of rodenticides, intentional self-harm, subsequent	self_harm	action	past
T60.4X2D	Toxic effect of rodenticides, intentional self-harm, subsequent	self_harm	action	present
T60.4X2S	Toxic effect of rodenticides, intentional self-harm, sequela	self_harm	action	past
T60.4X2S	Toxic effect of rodenticides, intentional self-harm, sequela	self_harm	action	present
T60.8X2	Toxic effect of other pesticides, intentional self-harm	self_harm	action	present
T60.8X2A	Toxic effect of other pesticides, intentional self-harm, initial	self_harm	action	present
T60.8X2D	Toxic effect of other pesticides, intentional self-harm, subsequent	self_harm	action	past
T60.8X2D	Toxic effect of other pesticides, intentional self-harm, subsequent	self_harm	action	present
T60.8X2S	Toxic effect of pesticides, intentional self-harm, sequela	self_harm	action	past
T60.8X2S	Toxic effect of pesticides, intentional self-harm, sequela	self_harm	action	present
T60.92XA	Toxic effect of unspecified pesticide, intentional self-harm, initial	self_harm	action	present
T60.92XD	Toxic effect of unspecified pesticide, intentional self-harm, subsequent	self_harm	action	past
T60.92XD	Toxic effect of unspecified pesticide, intentional self-harm, subsequent	self_harm	action	present
T60.92XS	Toxic effect of unspecified pesticide, self-harm, sequela	self_harm	action	past
T60.92XS	Toxic effect of unspecified pesticide, self-harm, sequela	self_harm	action	present
T61.02XA	Ciguatera fish poisoning, intentional self-harm, initial encounter	self_harm	action	present
T61.02XD	Ciguatera fish poisoning, intentional self-harm, subsequent encounter	self_harm	action	past
T61.02XD	Ciguatera fish poisoning, intentional self-harm, subsequent encounter	self_harm	action	present
T61.02XS	Ciguatera fish poisoning, intentional self-harm, sequela	self_harm	action	past
T61.02XS	Ciguatera fish poisoning, intentional self-harm, sequela	self_harm	action	present
T61.12XA	Scombroid fish poisoning, intentional self-harm, initial encounter	self_harm	action	present
T61.12XD	Scombroid fish poisoning, intentional self-harm, subsequent encounter	self_harm	action	past
T61.12XD	Scombroid fish poisoning, intentional self-harm, subsequent encounter	self_harm	action	present
T61.12XS	Scombroid fish poisoning, intentional self-harm, sequela	self_harm	action	past
T61.12XS	Scombroid fish poisoning, intentional self-harm, sequela	self_harm	action	present
T61.772	Other fish poisoning, intentional self-harm	self_harm	action	present
T61.772A	Other fish poisoning, intentional self-harm, initial encounter	self_harm	action	present
T61.772D	Other fish poisoning, intentional self-harm, subsequent encounter	self_harm	action	past
T61.772D	Other fish poisoning, intentional self-harm, subsequent encounter	self_harm	action	present
T61.772S	Other fish poisoning, intentional self-harm, sequela	self_harm	action	past
T61.772S	Other fish poisoning, intentional self-harm, sequela	self_harm	action	present
T61.782	Other shellfish poisoning, intentional self-harm	self_harm	action	present
T61.782A	other shellfish poisoning, intentional self-harm, initial encounter	self_harm	action	present
T61.782D	other shellfish poisoning, intentional self-harm, subsequent encounter	self_harm	action	past
T61.782D	other shellfish poisoning, intentional self-harm, subsequent encounter	self_harm	action	present
T61.782S	Other shellfish poisoning, intentional self-harm, sequela	self_harm	action	past
T61.782S	Other shellfish poisoning, intentional self-harm, sequela	self_harm	action	present
T61.8X2	Toxic effect of other seafood, intentional self-harm	self_harm	action	present
T61.8X2A	Toxic effect of other seafood, intentional self-harm, initial	self_harm	action	present
T61.8X2D	Toxic effect of other seafood, intentional self-harm, subsequent	self_harm	action	past
T61.8X2D	Toxic effect of other seafood, intentional self-harm, subsequent	self_harm	action	present
T61.8X2S	Toxic effect of other seafood, intentional self-harm, sequela	self_harm	action	past
T61.8X2S	Toxic effect of other seafood, intentional self-harm, sequela	self_harm	action	present
T61.92XA	Toxic effect of unspecified seafood, intentional self-harm, initial	self_harm	action	present
T61.92XD	Toxic effect of unspecified seafood, intentional self-harm, subsequent	self_harm	action	past
T61.92XD	Toxic effect of unspecified seafood, intentional self-harm, subsequent	self_harm	action	present
T61.92XS	Toxic effect of unspecified seafood, intentional self-harm, sequela	self_harm	action	past
T61.92XS	Toxic effect of unspecified seafood, intentional self-harm, sequela	self_harm	action	present
T62.0X2	Toxic effect of ingested mushrooms, intentional self-harm	self_harm	action	present
T62.0X2A	Toxic effect of ingested mushrooms, self-harm, initial	self_harm	action	present
T62.0X2D	Toxic effect of ingested mushrooms, self-harm, subsequent	self_harm	action	past
T62.0X2D	Toxic effect of ingested mushrooms, self-harm, subsequent	self_harm	action	present
T62.0X2S	Toxic effect of ingested mushrooms, self-harm, sequela	self_harm	action	past
T62.0X2S	Toxic effect of ingested mushrooms, self-harm, sequela	self_harm	action	present
T62.1X2	Toxic effect of ingested berries, intentional self-harm	self_harm	action	present
T62.1X2A	Toxic effect of ingested berries, self-harm, initial	self_harm	action	present
T62.1X2D	Toxic effect of ingested berries, self-harm, subsequent	self_harm	action	past
T62.1X2D	Toxic effect of ingested berries, self-harm, subsequent	self_harm	action	present
T62.1X2S	Toxic effect of ingested berries, self-harm, sequela	self_harm	action	past
T62.1X2S	Toxic effect of ingested berries, self-harm, sequela	self_harm	action	present
T62.2X2	Toxic effect of ingested (parts of) plant(s), self-harm	self_harm	action	present
T62.2X2A	Toxic effect of ingested (parts of) plant(s), Self-harm, initial	self_harm	action	present
T62.2X2D	Toxic effect of ingested (parts of) plant(s), Self-harm, subsequent	self_harm	action	past
T62.2X2D	Toxic effect of ingested (parts of) plant(s), Self-harm, subsequent	self_harm	action	present
T62.2X2S	Toxic effect of ingest (parts of) plant(s), Self-harm, sequela	self_harm	action	past
T62.2X2S	Toxic effect of ingest (parts of) plant(s), Self-harm, sequela	self_harm	action	present
T62.8X2	Toxic effect of noxious substances eaten as food, self-harm	self_harm	action	present
T62.8X2A	Toxic effect of noxious substnc eaten as food, Self-harm, initial	self_harm	action	present
T62.8X2D	Toxic effect of noxious substnc eaten as food, Self-harm, subsequent	self_harm	action	past
T62.8X2D	Toxic effect of noxious substnc eaten as food, Self-harm, subsequent	self_harm	action	present
T62.8X2S	Toxic effect of noxious substnc eaten as food, Self-harm, sequela	self_harm	action	past
T62.8X2S	Toxic effect of noxious substnc eaten as food, Self-harm, sequela	self_harm	action	present
T62.92XA	Toxic effect of unspecified noxious sub eaten as food, Self-harm, initial	self_harm	action	present
T62.92XD	Toxic effect of unspecified noxious sub eaten as food, Self-harm, subsequent	self_harm	action	past
T62.92XD	Toxic effect of unspecified noxious sub eaten as food, Self-harm, subsequent	self_harm	action	present
T62.92XS	Toxic effect of unspecified noxious sub eaten as food, Self-harm, sequela	self_harm	action	past
T62.92XS	Toxic effect of unspecified noxious sub eaten as food, Self-harm, sequela	self_harm	action	present
T63.002	Toxic effect of unspecified snake venom, intentional self-harm	self_harm	action	present
T63.002A	Toxic effect of unspecified snake venom, self-harm, initial	self_harm	action	present
T63.002D	Toxic effect of unspecified snake venom, self-harm, subsequent	self_harm	action	past
T63.002D	Toxic effect of unspecified snake venom, self-harm, subsequent	self_harm	action	present
T63.002S	Toxic effect of unspecified snake venom, self-harm, sequela	self_harm	action	past
T63.002S	Toxic effect of unspecified snake venom, self-harm, sequela	self_harm	action	present
T63.012	Toxic effect of rattlesnake venom, intentional self-harm	self_harm	action	present
T63.012A	Toxic effect of rattlesnake venom, self-harm, initial	self_harm	action	present
T63.012D	Toxic effect of rattlesnake venom, self-harm, subsequent	self_harm	action	past
T63.012D	Toxic effect of rattlesnake venom, self-harm, subsequent	self_harm	action	present
T63.012S	Toxic effect of rattlesnake venom, self-harm, sequela	self_harm	action	past
T63.012S	Toxic effect of rattlesnake venom, self-harm, sequela	self_harm	action	present
T63.022	Toxic effect of coral snake venom, intentional self-harm	self_harm	action	present
T63.022A	Toxic effect of coral snake venom, self-harm, initial	self_harm	action	present
T63.022D	Toxic effect of coral snake venom, self-harm, subsequent	self_harm	action	past
T63.022D	Toxic effect of coral snake venom, self-harm, subsequent	self_harm	action	present
T63.022S	Toxic effect of coral snake venom, self-harm, sequela	self_harm	action	past
T63.022S	Toxic effect of coral snake venom, self-harm, sequela	self_harm	action	present
T63.032	Toxic effect of taipan venom, intentional self-harm	self_harm	action	present
T63.032A	Toxic effect of taipan venom, intentional self-harm, initial	self_harm	action	present
T63.032D	Toxic effect of taipan venom, intentional self-harm, subsequent	self_harm	action	past
T63.032D	Toxic effect of taipan venom, intentional self-harm, subsequent	self_harm	action	present
T63.032S	Toxic effect of taipan venom, intentional self-harm, sequela	self_harm	action	past
T63.032S	Toxic effect of taipan venom, intentional self-harm, sequela	self_harm	action	present
T63.042	Toxic effect of cobra venom, intentional self-harm	self_harm	action	present
T63.042A	Toxic effect of cobra venom, intentional self-harm, initial	self_harm	action	present
T63.042D	Toxic effect of cobra venom, intentional self-harm, subsequent	self_harm	action	past
T63.042D	Toxic effect of cobra venom, intentional self-harm, subsequent	self_harm	action	present
T63.042S	Toxic effect of cobra venom, intentional self-harm, sequela	self_harm	action	past
T63.042S	Toxic effect of cobra venom, intentional self-harm, sequela	self_harm	action	present
T63.062	Toxic effect of venom of N & S American snake, self-harm	self_harm	action	present
T63.062A	Toxic effect of venom of N & S American snake, Self-harm, initial	self_harm	action	present
T63.062D	Toxic effect of venom of N & S American snake, Self-harm, subsequent	self_harm	action	past
T63.062D	Toxic effect of venom of N & S American snake, Self-harm, subsequent	self_harm	action	present
T63.062S	Toxic effect of venom of N & S American snake, Self-harm, sequela	self_harm	action	past
T63.062S	Toxic effect of venom of N & S American snake, Self-harm, sequela	self_harm	action	present
T63.072	Toxic effect of venom of Australian snake, self-harm	self_harm	action	present
T63.072A	Toxic effect of venom of Australian snake, self-harm, initial	self_harm	action	present
T63.072D	Toxic effect of venom of Australian snake, self-harm, subsequent	self_harm	action	past
T63.072D	Toxic effect of venom of Australian snake, self-harm, subsequent	self_harm	action	present
T63.072S	Toxic effect of venom of Australian snake, Self-harm, sequela	self_harm	action	past
T63.072S	Toxic effect of venom of Australian snake, Self-harm, sequela	self_harm	action	present
T63.082	Toxic effect of venom of African and Asian snake, self-harm	self_harm	action	present
T63.082A	Toxic effect of venom of African and Asian snake, Self-harm, initial	self_harm	action	present
T63.082D	Toxic effect of venom of African and Asian snake, Self-harm, subsequent	self_harm	action	past
T63.082D	Toxic effect of venom of African and Asian snake, Self-harm, subsequent	self_harm	action	present
T63.082S	Toxic effect of venom of African and Asian snake, Self-harm, sequela	self_harm	action	past
T63.082S	Toxic effect of venom of African and Asian snake, Self-harm, sequela	self_harm	action	present
T63.092	Toxic effect of venom of other snake, intentional self-harm	self_harm	action	present
T63.092A	Toxic effect of venom of snake, intentional self-harm, initial	self_harm	action	present
T63.092D	Toxic effect of venom of snake, intentional self-harm, subsequent	self_harm	action	past
T63.092D	Toxic effect of venom of snake, intentional self-harm, subsequent	self_harm	action	present
